segment,event_time_s,gyro_mag
2,3.18,5.847700402722424
2,3.922,2.3385893183712274
2,4.452,4.932129357589884
2,4.876,2.4997199843182436
2,5.724,3.5251241112902676
2,6.466,3.394628109233764
2,7.261,2.5425577672886805
2,7.844,1.7388214399414335
2,8.904,0.45044422518220834
2,9.752,2.8026059302013904
2,10.176,0.6024118192731613
2,10.971,0.8351047838445186
2,11.395,0.854692927313664
2,13.727,1.5567273364337122
2,15.741,0.4134005321718878
2,17.543,0.39812058474788764
2,19.822,1.0463746938836012
2,20.352,1.3315029102484155
2,20.935,2.369324798333905
2,21.518,3.5545041848336596
2,22.313,1.942730037859095
2,22.737,2.3193533581582604
2,23.161,0.7080254232723567
2,23.691,1.5130102445125744
2,24.168,2.4686028437154484
2,24.91,0.4754997371187496
2,27.613,2.3187496630727518
2,28.037,1.8447222013083704
2,28.514,0.83916625289629
2,29.362,2.3590040271267028
2,30.369,0.8828363381737296
2,30.952,1.369781004394498
2,31.429,0.7887331614684399
2,32.383,4.24288816727474
2,33.178,2.382162882760119
2,34.45,2.199772715532221
2,34.927,1.1600862036935013
2,35.563,1.1122050170719424
2,36.411,1.5063532122314474
2,36.835,1.6125755796240995
2,37.312,0.4670117771534247
2,38.796,1.4376021702821682
2,39.644,1.8669761648183942
2,40.121,1.2706691150728422
2,40.81,1.0691117808723276
2,43.036,2.3733941939762135
2,43.725,2.6466582703477233
2,44.202,1.179872874508097
2,47.011,0.6905794668247819
2,48.018,0.49678969393496886
2,49.131,4.454862511907634
2,49.555,1.2027052839328511
2,55.809,1.2332477447779908
2,57.452,2.008631374842084
2,57.929,1.1439405578962571
2,63.547,0.7242237223399962
2,66.303,0.44777226354476224
2,66.886,0.6325345840347387
2,72.716,4.721503997668539
2,73.511,3.6541209613257197
2,74.783,1.2915494570476191
2,76.903,0.41109609582188933
2,78.493,0.7603288762108145
2,89.358,0.4124318125460256
2,90.789,0.42941821107167777
2,91.266,0.7671375365604267
2,92.008,1.0438869670610895
2,93.598,0.6081940479813988
2,99.587,1.2911235417263525
2,100.17,0.5859180830116101
2,102.131,0.4605431575867782
2,105.841,0.843682404699778
2,106.477,3.2842959671747
2,107.219,2.709981549752692
2,107.749,3.5031985384787996
2,108.226,4.434647674844079
2,108.65,3.8028541912621368
2,109.233,4.53538311501906
2,109.816,1.761050822662424
2,110.452,1.1376291135515126
2,111.3,0.7176350047203662
2,113.526,0.3849675310984031
2,114.003,0.4075536774462966
2,114.427,0.4678675026115834
2,114.904,1.7264124652005963
2,115.593,2.672470766912147
2,116.229,5.518233412968321
2,116.653,4.093336047773258
2,117.077,1.852781692482954
2,117.501,2.9055292116927682
2,118.031,1.1580587204455568
2,118.985,1.081387996974259
2,119.727,0.5732364259186605
2,120.257,0.7875912645528771
2,121.635,1.5267612779999364
2,122.642,0.9158056562393574
2,125.663,0.4255584566190643
2,132.447,0.5829236656715868
2,133.719,0.49426713425029584
2,134.249,0.5177837386399847
2,134.673,0.3806573262134856
2,136.104,0.4588027898781785
2,137.058,0.8178630692236935
2,138.118,0.5141011573610781
2,138.595,2.2134588317834147
2,139.231,1.20124934963562
2,139.973,2.3171750041807373
2,141.033,0.571489282489182
2,142.517,0.524785670536077
2,143.312,2.7272513635526887
2,143.895,1.1053958566956907
2,144.478,1.192057045614848
2,145.485,1.1100900864344299
2,146.174,0.6944062211702888
2,146.969,0.7794228634059948
2,147.711,0.9796427920420789
2,148.506,0.6263385665915839
2,148.983,1.55983973535745
2,149.937,0.9841747812253675
2,150.414,0.5508175741568165
2,151.421,0.5134199061197374
2,151.898,0.4423799272118933
2,152.375,0.4605431575867782
2,153.488,0.3879432948254165
2,154.23,0.6873136110975834
2,155.078,1.4648890742988017
2,155.502,3.1488092987667575
2,156.403,0.9029396436085858
2,156.827,0.6237788069500277
2,157.94,2.1437350582569668
2,158.682,1.1076551810017412
2,159.848,1.0145442326483356
2,161.65,0.4619523784980439
2,163.187,0.5119570294468082
2,165.254,1.200583191619806
2,165.731,0.5475399528801529
2,169.865,1.3981773850266639
2,170.395,0.7392563831310488
2,173.946,0.4256759330758553
3,0.265,2.7145717894356745
3,0.901,3.758869510903511
3,2.014,0.9496315074806648
3,2.491,0.4535416188179427
3,3.657,0.5777542730261715
3,5.989,0.7865112840894274
3,6.466,1.746568063374571
3,7.208,3.5933688928358025
3,7.685,5.7578902386203925
3,8.321,4.667215443923711
3,8.904,2.660751773465537
3,9.54,1.4690473103341497
3,10.176,1.3855323886506588
3,15.317,0.5759340239992773
3,16.43,1.0957189420649804
3,17.013,0.4752893855326458
3,18.285,0.42000000000000004
3,19.716,0.9020532135079393
3,20.458,0.6567343450741707
3,22.207,0.41725292090050126
3,23.161,0.5441507144165116
3,23.638,0.45
3,24.433,1.017693470549949
3,25.175,0.9299462350050136
3,25.652,0.5860034129593444
3,27.454,1.2653458025377884
3,29.415,0.6201612693485461
3,29.998,0.568946394662977
3,30.793,0.899499861033897
3,31.482,0.7756932383358771
3,32.012,0.6117188896870849
3,32.542,0.7264984514780469
3,33.019,0.7860661549767933
3,33.443,1.2846011054019841
3,34.503,1.1289818421923359
3,35.033,1.5902515524281056
3,35.563,1.0815266986995744
3,36.146,0.8103085831953158
3,36.782,1.951640335717624
3,37.736,1.25777581468241
3,38.213,0.5486346689738082
3,38.902,0.6664082832618454
3,40.015,0.4031128874149275
3,40.916,0.5974110812497538
3,41.552,0.564003546088143
3,44.467,0.7592759709091287
3,44.944,0.7104927867332644
3,46.216,0.7676587783644501
3,46.693,0.4536518488885502
3,49.661,0.8001249902359006
3,50.244,0.5243090691567331
3,50.774,0.46711882856506654
3,51.198,0.7993122043357026
3,51.834,2.750509043795348
3,52.47,1.3888124423405774
3,53.424,3.833027524033711
3,53.848,5.759288150457484
3,54.537,7.116860262784425
3,55.014,1.6185796242384864
3,55.544,3.5974157391105077
3,56.074,1.7571283390805579
3,56.869,3.110578724289099
3,57.77,2.314173718630475
3,58.353,1.4781407240178452
3,59.042,1.1142710621747296
3,59.466,0.4949747468305833
3,60.155,0.41315856520227195
3,61.003,0.49254441424099005
3,62.169,0.5346026561849464
3,62.593,1.0012492197250393
3,63.017,0.8984987479123162
3,63.759,0.6780855403265874
3,64.448,1.704816705690087
3,64.872,1.3409697983176205
3,65.402,1.121650569473399
3,66.038,2.016035713969373
3,66.833,1.6789580101956094
3,67.628,1.1900420160649792
3,68.37,1.3619104228986576
3,68.847,0.7150524456289902
3,69.536,0.5197114584074514
3,70.225,0.4784349485562274
3,71.55,0.6181423784210236
3,72.398,0.9851395840184274
3,72.822,0.5367494760127857
3,74.995,0.43185645763378366
3,75.684,0.5163332257370234
3,76.532,0.7921489758877429
3,77.963,0.6220128616033594
3,78.758,0.6537583651472462
3,79.606,0.77
3,82.097,0.4090232267243512
3,87.503,0.686804193347711
3,90.683,0.6526101439603893
3,93.439,0.494368283772331
3,102.025,0.408166632639171
3,102.502,0.43749285708454716
3,103.986,0.4272001872658766
3,104.516,0.500199960015992
3,104.94,0.7408778576796583
3,105.417,0.8062877898120497
3,106.0,0.9920685460188725
3,106.742,0.4780167361086848
3,107.219,0.9677809669548166
3,107.749,0.7395268757793728
4,0.53,0.6348228099241552
4,1.431,1.6128856128070583
4,2.279,0.41060930335295615
4,2.756,0.5271622141238881
4,3.604,0.3861346915261565
4,7.208,0.3056141357987225
4,10.759,1.1060741385639572
4,12.826,0.6135959582656979
4,14.575,0.422965719651132
4,15.794,0.47476309881876877
4,20.564,0.5243090691567331
4,21.147,0.4182104733265297
4,23.32,0.4842520005121301
4,23.956,0.4339354790749427
4,24.38,0.4613025037868318
4,25.228,0.677421582177598
4,25.97,0.4808326112068523
4,26.818,0.5360037313302959
4,27.242,1.1166915420114905
4,28.249,1.1584903970253704
4,28.991,1.0254754994635416
4,29.468,1.4042079618062278
4,30.21,0.9972462083156797
4,30.793,1.0182828683622247
4,31.588,0.7642643521714197
4,32.065,0.9433981132056604
4,32.489,1.110045044131093
4,33.761,0.8784645695758025
4,34.768,0.849352694703443
4,36.464,0.8518215775618742
4,37.047,0.5259277516921882
4,38.001,0.8151686941977102
4,39.114,1.4249912280431762
4,39.644,4.493951490614913
4,40.121,0.6153048025166065
4,40.651,0.41303752856126763
4,41.234,0.6322973983814895
4,42.029,0.494064773081425
4,46.905,0.7656369897020389
4,47.382,0.7759510293826537
4,51.039,0.5588380803059148
4,51.463,0.8280700453464066
4,55.12,0.3712142238654117
4,56.975,0.7035623639735145
4,58.671,0.5171073389539158
4,59.572,0.47212286536451503
4,60.208,0.5506359959174482
4,61.692,0.9092854337335443
4,62.434,0.517880295048962
4,62.858,0.5532630477449222
4,65.614,0.8983317872590283
4,66.356,0.9128526715741154
4,67.31,1.90824526725471
4,68.158,0.722841614740048
4,68.688,0.9284934033152847
4,69.165,0.4860041152089147
4,69.801,0.6169278726074873
4,70.331,1.0018981984213766
4,71.497,0.5371219600798315
4,74.306,1.1970380110923797
4,74.942,0.6161980201201558
4,75.737,0.9278469701410896
4,76.214,2.3098484798791454
4,76.691,1.528594125332163
4,77.539,0.5356304696336832
4,78.44,0.5975784467331464
4,79.129,1.3819189556555045
5,14.681,0.9759610647971567
5,15.264,1.212311841070605
5,15.794,2.1370072531463244
5,17.437,0.46021733996015407
5,18.02,0.9732933781753578
5,18.444,3.2300154798390674
5,19.398,2.442989971326121
5,20.14,1.4026047197981333
5,20.829,3.9229835584666937
5,21.624,0.5409251334519408
5,22.578,0.618869937870632
5,23.426,1.0279105019407089
5,24.009,3.1770898633812674
5,25.016,0.8932524839036273
5,26.076,0.5588380803059148
5,26.553,0.5107837115648853
5,27.931,2.518213652571997
5,28.461,2.3160742647851342
5,29.15,1.109819805193618
5,29.733,1.2799218726156687
5,30.21,0.9679359482941007
5,30.899,3.1183008193565933
5,31.535,1.5180579699076053
5,32.224,0.7963667496825818
5,35.881,0.3828837943815329
5,36.623,0.5177837386399847
5,37.153,1.1308403954581743
5,37.683,1.2704723531033644
5,51.463,0.30675723300355934
5,51.993,2.1251588175945817
5,53.159,0.9468368391650169
5,54.272,0.6886218120274727
5,54.908,0.8084553172563095
5,55.862,0.5817215828899595
5,56.445,0.439089968002003
5,57.134,0.41737273509418416
5,58.353,0.4239103678845329
5,59.148,0.37013511046643494
5,60.685,0.5151698748956502
5,61.215,0.6516133823057965
5,61.692,0.4401136216933077
5,62.328,0.3179622619116929
5,67.893,1.9628805363546709
5,68.37,0.7397972695272672
5,68.847,0.38379682124790976
5,69.43,0.604400529450463
5,70.172,0.471805044483418
5,70.967,0.5453439281774393
5,72.875,0.36701498607005134
5,75.101,0.40718546143004664
5,75.578,0.37013511046643494
5,76.055,0.3472751070837068
5,80.56,1.9158549005600607
5,80.984,0.7205553413860729
5,81.567,0.463033476111609
5,82.256,1.3219304066402284
5,82.68,2.0973793171479493
5,83.21,3.107844912475524
5,83.687,1.2686212988910441
5,84.535,1.0532805893967665
5,85.383,0.4996999099459594
5,87.503,0.374299345444258
6,8.321,5.171750187315702
6,8.745,2.708394358286843
6,9.381,1.0196568050084303
6,10.971,0.4357751713900185
6,13.886,1.2983065893693986
6,14.575,0.9565040512198577
6,14.999,2.3731203087917816
6,16.43,0.38105117766515306
6,18.444,7.766311866001776
6,19.027,1.1448143954370944
6,19.928,1.9992248497855363
6,20.723,2.262144999773445
6,21.147,1.3384692749555367
6,21.836,1.1763502879669814
6,22.26,3.0700000000000003
6,23.055,0.7289718787443038
6,23.585,0.6222539674441618
6,24.433,1.7558188972670274
6,25.016,0.5590169943749473
6,25.917,0.6521502894272148
6,29.945,0.5186520991955976
6,32.807,0.9902524930541705
6,33.549,0.8445708969648433
6,34.927,0.5197114584074514
6,36.623,1.2076837334335508
6,37.1,1.2940247292845681
6,37.683,1.5618898808814916
6,38.584,0.9262289133902051
6,39.22,0.4294182110716778
6,42.453,0.657723346096214
6,43.46,0.974268956705488
6,44.573,0.4438468204234429
6,45.209,8.9461555989151
6,47.965,0.36359317925395684
6,49.873,0.5263078946776307
6,54.007,1.4337712509323097
6,54.431,0.9525754563287887
6,55.279,6.761109376426328
6,56.286,0.7157513534740958
6,57.028,0.3661966684720111
6,59.148,1.7475411297019592
6,59.678,0.9361089680160104
6,60.473,0.8271638289964087
6,61.215,1.41088624630053
6,61.798,1.2259282197584
6,62.328,0.6135144660071188
6,63.547,0.4264973622427225
6,64.554,4.558705956738162
6,65.031,0.7731752712031084
6,66.091,0.5465345368775884
6,66.674,3.5348267284267276
6,67.098,0.563648826841678
6,67.628,0.5927900134111572
6,68.688,0.4234383071948026
6,69.695,0.7465252842335617
6,70.808,0.3645545226711637
6,72.08,3.7445159900847
6,72.663,0.8125269226308751
6,73.67,0.40841155713324273
6,81.779,0.709365914038728
