segment,samples,duration_s,candidate_events,valid_event_intervals,candidate_cadence_spm,event_interval_mean_s,event_interval_std_s,event_interval_cv_pct,heel_zero_pct,heel_saturated_pct,toe_zero_pct,toe_saturated_pct
0,1683,89.146,65,53,87.08272859216164,0.7369999999999999,0.21479757912974778,29.144854698744616,99.94058229352348,0.05941770647653001,100.0,0.0
1,910,48.177,49,37,80.86253369272266,0.8852432432432432,0.3937079041697,44.474544954139645,54.72527472527473,45.16483516483517,100.0,0.0
2,3287,174.158,143,106,80.86253369272237,0.8239999999999996,0.3470965283606278,42.12336509230922,0.0,100.0,96.41010039549741,1.3386066321874048
3,2036,107.855,105,85,87.08272859216345,0.7731764705882349,0.32174963509172966,41.61399723493158,15.962671905697444,82.22003929273085,93.66404715127702,4.273084479371316
4,1622,85.913,67,51,80.86253369272228,0.8344901960784313,0.3510673011031976,42.069673526781834,14.67324290998767,85.20345252774352,99.9383477188656,0.0
5,1874,99.269,62,52,87.08272859216277,0.7634038461538462,0.3156572666440725,41.348660769055016,78.06830309498399,5.549626467449306,61.73959445037354,22.25186766275347
6,1582,83.793,60,44,75.47169811320755,0.8805227272727272,0.33638320198009203,38.20267115898111,26.169405815423513,41.08723135271808,26.169405815423513,10.176991150442479
