timestamp,heel_fsr,toe_fsr,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
39483,4095,0,-3.14,7.01,4.38,-0.52,-0.29,1.27
39536,4095,0,-2.77,9.73,4.76,0.68,-0.12,1.18
39589,4095,0,-2.51,7.55,4.46,1.35,-0.16,2.22
39642,4095,0,-1.14,9.12,2.88,0.44,0.34,0.75
39695,4095,0,-1.07,9.67,3.02,-0.18,0.20,0.39
39748,4095,0,-1.13,9.27,3.01,0.11,0.14,0.52
39801,4095,0,-0.36,8.54,3.17,-0.04,0.12,0.42
39854,4095,0,-0.37,9.89,3.70,-0.58,-0.18,-0.21
39907,4095,0,-0.42,9.12,3.29,-0.06,-0.52,-0.01
39960,4095,0,-0.26,9.35,3.82,0.11,-1.04,0.53
40013,4095,0,0.05,8.91,3.24,0.31,-0.36,1.29
40066,4095,0,0.29,9.07,3.62,-0.35,-0.34,0.87
40119,4095,0,1.03,9.74,3.41,-0.15,-0.10,0.82
40172,4095,0,1.38,9.40,4.13,-0.40,-0.21,0.96
40225,4095,0,1.95,9.39,3.88,-0.38,-0.09,0.56
40278,4095,0,1.90,9.82,4.29,0.35,-0.62,1.69
40331,4095,0,3.12,8.50,3.89,-0.01,-0.22,0.93
40384,4095,0,3.69,9.02,3.75,-0.03,-0.09,0.47
40437,4095,0,3.68,8.65,4.04,-0.16,-0.20,0.18
40490,4095,0,3.65,8.37,4.05,-0.19,-0.10,0.06
40543,4095,0,3.85,8.60,4.19,-0.17,-0.06,-0.09
40596,4095,0,3.81,8.56,3.98,-0.14,-0.02,-0.07
40649,4095,0,3.83,8.73,3.87,0.02,-0.03,-0.01
40702,4095,0,3.89,8.56,4.43,0.12,0.01,0.59
40755,4095,0,3.90,8.44,4.27,0.08,-0.04,0.27
40808,4095,0,4.06,8.50,4.04,0.09,-0.11,0.12
40861,4095,0,4.04,8.52,4.13,0.05,-0.16,-0.09
40914,4095,0,4.04,8.49,4.07,-0.01,-0.17,-0.22
40967,4095,0,3.78,8.47,4.22,0.02,-0.19,-0.19
41020,4095,0,3.84,8.50,4.20,-0.00,-0.15,-0.09
41073,4095,0,3.97,8.62,3.97,-0.05,-0.28,-0.08
41126,4095,0,3.85,8.62,4.01,0.11,-0.20,-0.09
41179,4095,0,3.77,8.63,4.02,0.21,-0.17,0.02
41232,4095,0,3.76,8.55,3.96,0.11,-0.14,-0.05
41285,4095,0,3.74,8.62,3.84,0.11,-0.18,-0.09
41338,4095,0,3.74,8.68,3.80,0.09,-0.14,-0.10
41391,4095,0,3.71,8.67,3.77,0.09,-0.15,-0.11
41444,4095,0,3.64,8.65,3.85,0.10,-0.10,-0.18
41497,4095,0,3.53,8.77,3.75,0.01,-0.13,-0.17
41550,4095,0,3.47,8.90,3.69,0.08,-0.15,-0.14
41603,4095,0,3.40,8.91,3.75,0.03,-0.17,-0.08
41656,4095,0,3.48,8.88,3.86,0.03,-0.14,-0.03
41709,4095,0,2.91,9.18,3.84,0.12,-0.11,0.28
41762,4095,0,5.74,7.81,4.24,0.87,0.76,3.31
41815,4095,0,5.32,9.57,3.97,0.51,0.04,1.73
41868,4095,0,6.78,8.48,3.14,0.62,-0.73,1.53
41921,4095,0,6.90,6.88,2.47,0.91,-0.98,1.41
41974,4095,0,7.65,6.50,2.03,0.64,-1.04,0.60
42027,4095,0,7.89,7.13,1.27,0.58,-1.18,0.27
42080,4095,0,7.67,6.73,0.60,1.41,-1.29,1.36
42133,4095,0,7.54,5.05,-0.72,2.31,-1.64,2.66
42186,4095,0,8.40,4.06,-1.65,1.47,-1.20,2.00
42239,4095,0,9.08,3.14,-2.43,0.84,-0.98,1.13
42292,4095,0,8.66,2.82,-2.86,0.71,-0.88,0.64
42345,4095,0,9.03,2.21,-3.45,0.45,-0.72,0.20
42398,4095,0,8.76,2.44,-3.58,0.52,-0.73,0.18
42451,4095,0,8.98,2.38,-3.76,0.33,-0.80,-0.36
42504,4095,0,8.26,2.30,-3.88,0.22,-0.33,0.03
42557,4095,0,8.47,2.28,-4.30,0.13,-0.30,-0.10
42610,4095,0,8.39,2.29,-4.38,0.19,-0.45,-0.31
42663,4095,0,8.05,2.36,-4.08,-0.11,-0.26,-0.70
42716,4095,0,7.70,2.71,-4.09,-1.18,0.42,-2.22
42769,4095,0,7.36,4.59,-3.74,-0.70,0.26,-2.52
42822,4095,0,7.12,5.68,-3.65,-1.02,0.29,-2.83
42875,4095,0,5.80,6.28,-2.63,-1.33,-0.26,-3.49
42928,4095,0,4.95,7.26,-1.93,-0.45,-0.22,-0.27
42981,4095,0,5.47,8.04,-2.37,-0.82,0.20,-0.30
43034,4095,0,5.15,8.53,-2.03,-0.73,0.15,-0.11
43087,4095,0,5.34,8.16,-1.47,-0.28,0.11,0.16
43140,4095,0,5.75,8.38,-0.52,-0.33,0.14,0.18
43193,4095,0,5.63,7.92,-0.13,-0.16,-0.09,0.18
43246,4095,0,5.76,7.89,-0.95,-0.11,-0.18,1.04
43299,4095,0,5.95,7.61,-1.19,-0.11,-0.09,0.81
43352,4095,0,6.35,7.63,-1.03,-0.13,-0.01,0.30
43405,4095,0,6.96,7.91,-0.07,0.03,-0.19,0.41
43458,4095,0,6.52,7.32,0.13,0.01,-0.20,0.03
43511,4095,0,6.65,7.58,-0.79,-0.31,-0.19,-0.32
43564,4095,0,6.40,7.92,-1.22,-0.11,-0.22,-0.33
43617,4095,0,6.34,8.03,-0.87,0.08,-0.21,-0.23
43670,4095,0,6.07,7.60,-0.36,0.12,-0.19,-0.13
43723,4095,0,5.99,7.73,-0.21,0.11,-0.18,-0.30
43776,4095,0,5.70,7.30,-0.62,-0.21,-0.27,-0.18
43829,4095,0,6.33,7.88,-0.97,-0.17,0.07,-0.32
43882,4095,0,5.77,7.44,-0.50,-0.06,-0.05,-0.28
43935,4095,0,5.49,8.04,-0.61,-0.50,-0.05,-0.64
43988,4095,0,5.84,8.88,0.15,-0.03,-0.14,-0.19
44041,4095,0,6.02,8.94,-0.37,0.20,-0.21,0.01
44094,4095,0,1.91,9.65,-1.30,-1.44,-2.11,-4.64
44147,4095,0,3.34,10.66,1.47,-0.84,-0.36,-1.21
44200,4095,0,2.10,9.74,0.29,-0.22,-0.02,-0.70
44253,4095,0,1.57,10.12,0.71,-0.24,0.15,-0.75
44306,4095,0,1.51,9.67,0.42,-0.09,0.03,-0.53
44359,4095,0,1.58,9.90,0.13,0.41,0.47,-0.31
44412,4095,0,1.11,9.38,0.79,-0.38,-0.22,-0.43
44465,4095,0,0.85,9.72,1.00,-0.11,-0.34,-0.37
44518,4095,0,0.75,9.70,0.84,-0.18,-0.19,-0.15
44571,4095,0,0.50,8.30,-0.16,-0.30,-0.23,-0.12
44624,4095,0,0.25,12.62,0.32,-1.23,-0.03,0.32
44677,4095,0,1.27,8.41,2.64,0.79,1.71,0.24
44730,4095,0,1.73,9.38,1.62,0.18,0.40,-0.25
44783,4095,0,0.66,9.70,1.38,0.09,-0.56,-0.66
44836,4095,0,0.22,9.71,1.38,0.10,-0.49,-0.61
44889,4095,0,0.40,9.93,1.20,-0.01,-0.38,-0.18
44942,4095,0,0.17,9.64,1.07,0.01,-0.30,-0.03
44995,4095,0,0.34,9.80,1.08,-0.04,-0.20,-0.06
45048,4095,0,0.43,9.56,0.91,-0.03,-0.20,0.01
45101,4095,0,0.30,9.52,1.08,-0.03,-0.27,-0.07
45154,4095,0,-0.26,9.80,1.09,-0.17,-0.29,-0.07
45207,4095,0,-0.46,10.28,1.41,-0.14,-0.35,-0.10
45260,4095,0,0.04,9.83,1.33,-0.00,-0.22,0.00
45313,4095,0,0.41,9.54,1.22,-0.00,-0.10,0.09
45366,4095,0,0.46,9.57,1.17,0.11,-0.14,0.15
45419,4095,0,0.50,9.66,1.09,0.07,-0.21,-0.02
45472,4095,0,0.21,9.69,1.19,0.01,-0.14,-0.03
45525,4095,0,0.22,9.67,1.24,0.05,-0.13,0.06
45578,4095,0,0.11,9.94,1.26,-0.06,-0.21,-0.09
45631,4095,0,0.19,9.70,1.35,0.05,-0.17,-0.01
45684,4095,0,0.28,9.70,1.30,0.03,-0.18,-0.02
45737,4095,0,0.25,9.80,1.20,-0.03,-0.16,-0.07
45790,4095,0,0.20,9.68,1.16,0.03,-0.17,-0.02
45843,4095,0,0.26,9.63,1.32,0.02,-0.13,-0.09
45896,4095,0,0.17,9.70,1.29,0.05,-0.13,-0.00
45949,4095,0,0.06,9.78,1.16,0.12,-0.17,0.11
46002,4095,0,0.04,9.74,1.14,0.01,-0.16,-0.01
46055,4095,0,0.10,9.83,1.26,0.01,-0.14,-0.02
46108,4095,0,0.22,9.73,1.29,-0.00,-0.14,-0.01
46161,4095,0,0.21,9.66,1.24,0.03,-0.14,0.04
46214,4095,0,0.10,9.72,1.15,0.08,-0.12,-0.04
46267,4095,0,0.06,9.65,1.28,0.14,-0.12,0.12
46320,4095,0,0.22,9.76,1.18,0.11,-0.16,0.09
46373,4095,0,0.26,9.72,1.13,0.08,-0.17,0.07
46426,4095,0,0.24,9.78,1.14,0.06,-0.19,0.01
46479,4095,0,0.28,9.65,1.01,0.12,-0.21,0.08
46532,4095,0,0.29,9.84,1.03,0.22,-0.12,0.11
46585,4095,0,0.16,9.96,0.63,0.53,-0.11,0.20
46638,4095,0,0.59,9.35,0.05,0.45,-0.26,0.10
46691,4095,0,0.60,10.35,-0.27,0.75,-0.06,0.00
46744,4095,0,0.93,7.47,-0.08,1.11,-0.30,0.52
46797,4095,0,0.89,9.05,-0.28,0.50,-0.25,0.44
46850,4095,0,0.82,10.13,-0.68,0.13,-0.24,0.03
46903,4095,0,1.01,9.64,-1.06,0.11,-0.16,0.14
46956,4095,0,1.08,9.51,-1.04,-0.05,-0.14,0.03
47009,4095,0,1.06,9.03,-0.69,-0.28,-0.22,-0.05
47062,4095,0,1.20,9.38,-0.70,-0.47,-0.36,0.02
47115,4095,0,1.95,7.64,0.46,-2.08,-1.11,-0.44
47168,4095,0,1.86,9.13,0.45,-0.25,-0.37,0.24
47221,4095,0,1.21,9.73,0.70,0.02,-0.38,0.44
47274,4095,0,1.52,9.54,0.69,0.03,-0.20,0.16
47327,4095,0,1.55,9.81,0.54,-0.18,-0.23,-0.08
47380,4095,0,1.63,9.57,0.36,-0.21,-0.24,-0.10
47433,4095,0,1.85,9.54,0.52,-0.29,-0.43,-0.46
47486,4095,0,1.21,9.88,0.62,-0.15,-0.35,-0.23
47539,4095,0,2.29,8.85,0.74,-0.19,-0.37,0.66
47592,4095,0,1.23,9.55,1.12,-0.21,-0.35,0.20
47645,4095,0,1.47,9.90,1.08,-0.13,-0.15,0.13
47698,4095,0,1.38,9.71,0.93,-0.15,-0.14,-0.04
47751,4095,0,1.34,9.61,1.28,-0.06,-0.11,-0.05
47804,4095,0,1.42,9.84,1.53,0.02,-0.21,-0.15
47857,4095,0,1.33,9.77,0.85,0.00,-0.23,-0.12
47910,4095,0,0.99,10.35,3.19,0.16,-0.26,-1.15
47963,4095,0,1.17,9.32,0.06,0.49,-0.20,0.03
48016,4095,0,1.08,9.51,-0.03,0.50,-0.12,0.18
48069,4095,0,0.80,9.62,0.39,0.10,-0.03,-0.01
48122,4095,0,0.81,9.76,0.35,0.06,-0.00,0.00
48175,4095,0,0.93,9.63,0.68,-0.05,-0.04,-0.14
48228,4095,0,0.69,9.73,0.82,-0.16,-0.08,-0.10
48281,4095,0,0.70,9.76,0.96,-0.16,-0.15,-0.11
48334,4095,0,0.45,9.64,0.73,-0.15,-0.23,0.04
48387,4095,0,0.61,9.62,0.95,-0.04,-0.11,0.04
48440,4095,0,0.70,9.77,1.06,0.02,-0.15,0.02
48493,4095,0,0.77,9.91,0.87,0.01,-0.15,0.02
48546,4095,0,0.79,9.53,0.89,-0.04,-0.15,-0.02
48599,4095,0,0.83,9.69,1.01,-0.04,-0.15,-0.00
48652,4095,0,0.79,9.62,0.94,-0.07,-0.10,-0.08
48705,4095,0,0.81,9.69,1.03,-0.04,-0.24,-0.08
48758,4095,0,0.82,9.73,1.10,-0.01,-0.40,-0.32
48811,4095,0,0.61,9.74,0.97,0.06,-0.20,-0.00
48864,4095,0,0.36,9.66,0.88,0.05,-0.17,-0.05
48917,4095,0,0.59,9.91,0.92,0.05,-0.21,-0.15
48970,4095,0,0.67,9.49,1.02,-0.14,-0.17,-0.42
49023,4095,0,1.22,9.16,1.39,-0.30,-0.17,0.22
49076,4095,0,2.04,9.51,1.47,-0.06,-0.46,-0.30
49129,4095,0,0.50,9.37,1.49,-0.01,-0.22,-0.05
49182,4095,0,0.46,9.66,1.69,-0.07,-0.06,-0.19
49235,4095,0,0.02,10.28,1.90,-0.04,-0.11,-0.54
49288,4095,0,-1.73,10.72,1.36,0.13,0.31,-1.23
49341,4095,0,-2.43,10.95,1.68,0.67,1.11,-1.02
49394,4095,0,-1.37,8.42,1.44,0.60,1.89,-0.48
49447,4095,0,0.30,9.49,0.70,0.30,1.38,-0.37
49500,4095,0,-0.59,8.93,0.74,0.12,1.40,0.05
1694,4095,0,-2.24,9.13,3.89,-0.50,0.33,-0.49
1747,4095,0,-3.38,8.10,4.88,-0.61,-0.23,-0.34
1800,4095,0,-3.39,8.15,4.75,-0.62,-0.12,-0.03
1853,4095,0,-3.22,7.60,4.96,-0.58,-0.01,0.15
1906,4095,0,-3.62,8.32,4.65,1.58,-0.54,1.26
1959,4095,0,-1.90,8.19,4.54,1.14,-0.45,0.61
2012,4095,0,-1.76,9.63,4.05,0.20,-0.57,0.15
2065,4095,0,-1.53,8.75,3.70,0.71,-0.70,1.17
2118,4095,0,-0.62,8.68,3.38,0.90,-0.54,1.00
2171,4095,0,1.44,12.37,3.84,-0.09,-0.32,1.34
2224,4095,0,1.73,9.15,3.09,0.52,-0.51,3.09
2277,4095,0,0.83,8.67,2.70,-0.43,-0.03,1.64
2330,4095,0,2.55,10.47,2.94,0.01,-0.36,-0.01
2383,4095,0,3.02,9.24,3.12,0.11,-0.17,1.43
2436,4095,0,3.54,9.12,3.07,0.26,0.00,1.46
2489,4095,0,4.04,8.82,2.93,0.06,0.14,1.11
2542,4095,0,4.51,8.50,2.90,-0.01,0.15,0.73
2595,4095,0,5.12,8.36,3.24,-0.17,0.08,1.14
2648,4095,0,5.41,7.86,3.28,-0.19,0.18,0.46
2701,4095,0,5.79,7.73,3.17,-0.20,0.25,0.65
2754,4095,0,6.80,7.78,3.33,-0.01,0.07,1.05
2807,4095,0,5.96,7.49,3.51,0.28,-0.03,0.86
2860,4095,0,6.58,7.07,3.59,0.04,-0.09,0.17
2913,4095,0,6.76,6.80,3.58,0.23,-0.06,0.53
2966,4095,0,6.68,6.90,3.31,0.08,-0.15,0.08
3019,4095,0,7.02,6.95,3.18,0.10,-0.21,-0.02
3072,4095,0,6.73,7.09,3.37,0.15,-0.04,-0.10
3125,4095,0,7.01,7.31,3.30,0.25,-0.38,-0.26
3178,4095,0,5.39,6.95,2.99,0.09,0.08,-0.82
3231,4095,0,5.88,7.49,3.52,-0.08,0.60,-2.22
3284,4095,0,3.91,7.20,3.67,-0.64,0.57,-1.92
3337,4095,0,5.65,10.58,4.07,-0.26,-0.13,-1.73
3390,4095,0,4.29,8.88,2.38,0.21,-0.31,-0.90
3443,4095,0,2.88,8.24,2.79,0.59,-0.88,-1.00
3496,4095,0,2.94,9.04,3.94,0.32,-0.83,-0.96
3549,4095,0,4.10,10.23,3.21,2.77,-1.54,3.04
3602,4095,0,5.24,9.40,1.78,1.47,-1.02,3.19
3655,4095,0,5.68,6.39,0.48,1.58,-1.02,3.31
3708,4095,0,6.90,5.01,-1.02,0.76,-0.73,2.41
3761,4095,0,6.53,4.83,-2.31,0.17,-0.13,0.84
3814,4095,0,8.65,5.99,-0.72,-0.60,0.22,-0.14
3867,4095,0,7.91,5.62,0.00,-0.46,-0.04,0.08
3920,4095,0,7.76,5.37,0.11,-0.64,-0.05,-0.47
3973,4095,0,7.90,6.23,-0.22,-0.75,-0.29,-1.23
4026,4095,0,7.25,6.47,0.88,-1.31,-0.02,-2.78
4079,4095,0,5.87,8.05,0.96,-1.57,0.25,-3.26
4132,4095,0,4.57,9.69,1.41,-2.26,-0.27,-4.99
4185,4095,0,2.21,9.41,3.28,0.06,-0.51,-0.83
4238,4095,0,1.62,8.64,3.38,-0.43,0.07,-0.38
4291,4095,0,2.58,10.32,3.02,-0.04,-0.10,-0.46
4344,4095,0,1.58,9.02,2.89,0.42,-0.39,-0.26
4397,4095,0,1.12,9.20,2.96,0.45,-0.36,-0.20
4450,4095,0,0.81,9.78,2.95,0.32,-1.24,-0.51
4503,4095,0,0.73,7.80,3.07,-0.31,0.25,0.17
4556,4095,0,0.91,8.43,2.77,0.51,-0.44,2.20
4609,4095,0,2.76,9.24,2.73,0.19,-0.09,2.09
4662,4095,0,3.47,8.94,2.51,0.25,-0.20,1.59
4715,4095,0,4.11,8.93,2.44,0.17,0.00,0.75
4768,4095,0,4.32,8.81,2.38,0.11,-0.12,0.08
4821,4095,0,4.23,9.56,2.37,0.23,-0.56,-0.46
4874,4095,0,3.47,9.61,3.31,-4.44,0.44,-3.78
4927,4095,0,-0.25,13.98,3.90,0.54,0.55,0.48
4980,4095,0,-1.35,6.77,5.38,-1.68,0.66,-3.01
5033,4095,0,-0.82,9.96,4.55,0.85,-0.34,-0.62
5086,4095,0,-1.67,11.55,3.64,1.98,2.00,0.42
5139,4095,0,0.65,4.00,2.93,1.29,0.24,-1.26
5192,4095,0,-0.70,11.85,2.66,1.03,1.19,-0.05
5245,4095,0,-1.04,7.93,2.32,0.11,0.95,-0.17
5298,4095,0,-1.08,11.63,2.26,1.29,1.75,-0.25
5351,4095,0,-1.46,7.46,0.89,0.19,0.17,-0.18
5404,4095,0,-1.38,9.28,1.76,-0.46,0.30,-0.36
5457,4095,0,-1.52,9.46,1.07,-0.71,0.06,-0.38
5510,4095,0,-2.70,9.12,1.58,-0.04,-0.47,0.85
5563,4095,0,-1.39,8.04,3.14,-1.57,0.19,0.45
5616,4095,0,-0.58,10.02,3.12,0.65,-0.17,2.24
5669,4095,0,0.46,11.33,1.92,0.27,-0.51,0.35
5722,4095,0,0.12,8.99,0.77,0.17,-0.30,-1.92
5775,4095,0,-1.95,13.37,5.60,-0.89,-0.64,-0.49
5828,4095,0,-1.34,10.32,2.39,0.40,0.40,-0.20
5881,4095,0,-1.57,8.45,2.79,0.28,0.54,-0.36
5934,4095,0,-0.32,9.67,2.00,-0.12,0.25,-0.21
5987,4095,0,-1.46,11.13,-0.01,1.30,0.06,0.46
6040,4095,0,-1.03,8.71,1.26,0.69,0.10,0.12
6093,4095,0,-0.44,9.95,1.99,-1.22,-0.14,-1.52
6146,4095,0,-2.22,11.35,2.44,4.05,-1.95,2.03
6199,4095,0,-3.54,5.46,0.47,0.33,0.23,0.24
6252,4095,0,1.90,8.79,-0.28,1.28,0.83,0.05
6305,4095,0,-3.62,11.10,1.17,0.82,-0.26,-0.51
6358,4095,0,0.64,9.04,-0.58,-0.52,-0.32,0.18
6411,4095,0,-1.87,10.93,-1.24,-0.67,-0.90,-0.70
6464,4095,0,-1.01,7.99,-0.62,-0.02,-1.02,-0.23
6517,4095,0,-0.98,7.16,0.57,-0.88,-1.86,-1.12
6570,4095,0,-3.09,10.81,0.89,-1.89,-1.22,-1.09
6623,4095,0,-1.73,8.14,1.65,0.36,-0.62,0.33
6676,4095,0,-3.21,8.72,1.52,-1.37,-0.24,0.18
6729,4095,0,-3.65,10.07,1.23,-1.32,-0.56,-0.18
6782,4095,0,-1.38,7.89,6.06,-0.83,0.35,0.60
6835,4095,0,-5.60,11.55,3.29,-1.98,1.51,0.17
6888,4095,0,2.37,10.87,3.99,0.65,0.26,0.50
6941,4095,0,-3.44,7.10,4.49,0.74,-0.10,0.10
6994,4095,0,-2.24,10.36,2.61,-0.50,-0.80,-0.20
7047,4095,0,-1.70,11.50,2.75,0.40,-0.18,-0.24
7100,4095,0,-1.36,8.02,1.77,0.89,-0.35,0.33
7153,4095,0,-1.33,6.86,3.09,1.09,-0.83,0.54
7206,4095,0,-0.98,13.12,0.55,-0.62,-1.56,-1.44
7259,4095,0,-3.82,7.27,4.05,1.66,-1.10,0.26
7312,4095,0,0.02,8.04,3.23,-0.46,-0.55,-0.19
7365,4095,0,-6.44,9.34,3.07,0.61,-2.07,1.59
7418,4095,0,-1.42,8.99,1.02,-1.72,2.85,-1.16
7471,4095,0,0.76,11.34,1.47,0.89,-1.00,0.80
7524,4095,0,-1.24,7.84,2.93,-0.82,-0.17,-1.04
7577,4095,0,-2.10,10.70,2.54,0.32,-0.98,-0.21
7630,4095,0,-0.33,6.43,2.03,-0.23,-0.67,-0.04
7683,4095,0,-4.84,12.54,2.46,-0.90,0.87,1.19
7736,4095,0,2.77,6.91,5.24,1.54,-0.77,2.01
7789,4095,0,-2.18,9.82,3.28,-1.90,-0.02,-0.90
7842,4095,0,-1.41,11.33,2.67,0.27,-0.00,0.63
7895,4095,0,-0.30,7.16,3.83,-0.42,-0.30,0.83
7948,4095,0,-0.60,8.62,5.55,-3.26,0.34,-0.65
8001,4095,0,0.65,11.23,5.60,-1.30,0.54,0.07
8054,4095,0,0.31,9.59,5.91,-0.16,-0.05,-0.03
8107,4095,0,3.30,9.95,6.14,-0.08,-1.63,-1.09
8160,4095,0,-0.66,7.35,7.67,1.35,-3.11,0.17
8213,4095,0,-3.30,7.11,6.14,0.04,-0.70,-0.07
8266,4095,0,0.07,8.13,6.17,-0.89,0.85,-0.57
8319,4095,0,1.68,9.26,4.94,-0.49,-0.41,-0.22
8372,4095,0,-0.62,8.39,6.78,0.19,-1.19,0.89
8425,4095,0,-1.02,8.37,6.15,-0.19,0.53,0.09
8478,4095,0,-0.10,7.45,4.96,0.02,0.36,1.47
8531,4095,0,1.39,6.93,6.39,-1.14,0.09,0.92
8584,4095,0,0.55,10.19,8.19,-2.20,-0.88,0.11
8637,4095,0,-1.19,9.43,8.22,0.94,0.51,0.03
8690,4095,0,0.68,7.03,7.91,1.33,1.22,-0.61
8743,4095,0,-0.00,7.67,4.46,-0.39,1.24,-0.76
8796,4095,0,1.89,6.77,6.24,-0.71,0.45,-1.23
8849,4095,0,-0.76,9.18,6.90,0.63,0.21,0.69
8902,4095,0,-1.64,7.26,6.46,-0.45,0.62,0.62
8955,4095,0,-2.90,10.26,5.80,1.86,1.45,0.95
9008,4095,0,1.85,7.07,5.39,0.17,1.24,-0.57
9061,4095,0,-0.87,8.47,5.35,-0.29,-0.06,0.39
9114,4095,0,-0.83,6.68,5.59,-1.04,0.48,-0.47
9167,4095,0,-2.73,9.96,7.01,-1.23,-0.66,-1.36
9220,4095,0,-1.52,8.33,5.59,1.80,-1.07,-0.05
9273,4095,0,-2.40,5.00,6.50,-0.44,-0.12,-0.50
9326,4095,0,-1.92,9.40,7.36,-0.93,-1.04,-0.50
9379,4095,0,-1.87,6.73,6.76,0.28,0.05,-0.08
9432,4095,0,-1.20,8.33,6.77,0.31,-0.83,0.51
9485,4095,0,-2.14,7.72,6.25,0.03,-0.26,-0.23
9538,4095,0,-1.28,6.81,6.60,0.99,-1.05,0.97
9591,4095,0,-2.10,6.60,7.15,-0.57,-0.48,0.16
9644,4095,0,-0.18,9.64,6.84,-0.73,-0.44,-0.43
9697,4095,0,-1.92,6.71,6.95,1.11,-0.77,0.62
9750,4095,0,-0.12,7.28,7.45,-1.16,0.17,-0.42
9803,4095,0,-1.18,8.38,7.00,0.13,-0.52,0.15
9856,4095,0,0.85,8.49,7.64,0.18,-0.59,-0.25
9909,4095,0,-0.35,8.00,7.16,0.79,-1.27,0.07
9962,4095,0,-1.74,6.65,7.11,0.75,-0.69,0.23
10015,4095,0,0.11,7.07,6.91,-0.53,-0.06,-0.26
10068,4095,0,-0.56,8.43,7.14,-0.55,-0.58,0.14
10121,4095,0,-0.39,8.20,7.07,0.18,0.10,0.03
10174,4095,0,0.03,6.59,7.23,0.05,-0.33,0.27
10227,4095,0,-0.26,7.51,7.13,-0.50,-0.00,0.03
10280,4095,0,0.00,7.50,7.43,-0.28,-0.21,0.13
10333,4095,0,0.24,7.89,7.23,0.06,-0.22,-0.01
10386,4095,0,-0.33,6.76,7.47,0.20,-0.27,0.19
10439,4095,0,0.26,7.42,7.34,-0.33,-0.40,-0.14
10492,4095,0,-0.35,7.82,7.46,0.05,-0.40,0.11
10545,4095,0,0.37,7.09,7.56,0.05,-0.02,-0.05
10598,4095,0,0.10,7.60,7.26,-0.00,-0.45,-0.02
10651,4095,0,0.12,7.37,7.47,0.08,-0.05,-0.10
10704,4095,0,-0.06,7.04,7.56,-0.12,-0.27,-0.06
10757,4095,0,-0.03,7.55,7.47,0.07,-0.20,-0.01
10810,4095,0,0.39,7.12,7.49,0.06,-0.13,0.04
10863,4095,0,0.01,7.28,7.50,-0.14,-0.13,-0.02
10916,4095,0,0.21,7.44,7.50,0.04,-0.15,-0.02
10969,4095,0,0.16,7.04,7.60,0.05,-0.15,0.02
11022,4095,0,0.32,7.25,7.80,-0.26,-0.12,-0.01
11075,4095,0,0.39,7.87,7.86,-0.01,-0.26,0.12
11128,4095,0,0.82,8.42,7.62,0.30,-0.54,-0.50
11181,4095,0,-0.26,7.27,8.32,1.06,-1.07,0.12
11234,4095,0,0.01,5.91,7.73,-0.60,0.41,-0.70
11287,4095,0,0.13,7.78,8.29,-0.17,0.12,0.66
11340,4095,0,-2.05,6.05,7.84,0.37,0.76,0.26
11393,4095,0,-2.26,7.52,8.15,-0.53,2.11,0.23
11446,4095,0,-0.32,7.18,7.44,-0.05,2.80,0.11
11499,4095,0,-0.37,7.74,6.84,-0.23,1.51,-0.04
11552,4095,0,-1.29,8.13,6.55,-0.08,0.47,-0.52
11605,4095,0,-2.25,6.79,6.26,0.20,0.29,-0.13
11658,4095,0,-2.15,7.26,6.00,-0.27,-0.13,-0.15
11711,4095,0,-2.13,8.30,6.38,0.27,-1.09,-0.09
11764,4095,0,-4.53,6.73,7.07,0.98,-0.87,0.38
11817,4095,0,-2.11,6.04,6.67,-0.05,0.10,-0.31
11870,4095,0,-2.72,8.09,6.72,-0.30,-0.52,0.05
11923,4095,0,-2.13,7.45,6.61,0.36,0.01,0.02
11976,4095,0,-2.14,7.10,6.65,0.06,-0.50,0.20
12029,4095,0,-2.20,8.00,6.73,0.08,-0.16,-0.05
12082,4095,0,-2.07,7.68,6.73,0.33,-0.46,0.14
12135,4095,0,-2.34,7.22,6.75,0.28,-0.17,-0.03
12188,4095,0,-2.11,7.79,6.50,0.05,-0.12,-0.10
12241,4095,0,-0.50,7.71,9.00,0.31,0.04,-0.54
12294,4095,0,-2.21,7.71,6.60,0.22,-0.54,0.32
12347,4095,0,-2.64,7.71,6.86,-0.15,0.04,-0.04
12400,4095,0,-1.87,8.03,5.98,-0.07,0.21,-0.07
12453,4095,0,-1.37,7.79,6.18,0.33,-0.18,0.09
12506,4095,0,-1.93,7.61,6.25,0.09,-0.38,0.04
12559,4095,0,-1.89,7.75,6.13,-0.11,-0.34,0.01
12612,4095,0,-1.53,7.97,6.34,-0.08,-0.51,0.02
12665,4095,0,-1.67,8.04,6.52,0.06,-0.83,-0.07
12718,4095,0,-2.03,7.88,6.47,0.20,-0.60,-0.21
12771,4095,0,-1.66,7.89,6.29,0.24,-0.36,-0.18
12824,4095,0,-1.83,7.58,6.38,0.13,-0.18,0.15
12877,4095,0,-1.40,7.62,6.33,-0.22,0.00,0.02
12930,4095,0,-1.55,8.27,6.33,-0.16,-0.21,0.04
12983,4095,0,-1.37,7.81,6.46,0.11,-0.15,0.09
13036,4095,0,-0.76,7.71,6.20,-0.11,-0.42,0.03
13089,4095,0,-1.35,7.89,6.56,-0.04,-0.83,0.20
13142,4095,0,-1.58,7.50,6.75,-0.14,-0.07,-0.01
